epoch,train_loss,train_auc,val_loss,val_auc,secs
1,0.29057429935800727,0.6792709786063406,0.2709204220274335,0.752896915451785,236
2,0.2555730225197685,0.7807169248857556,0.26067288987836745,0.7778372612361554,198
3,0.24050401546686023,0.8176858268145853,0.26139234942128875,0.7843400842038025,198
4,0.22548649314109934,0.8482655009617962,0.26503476749238447,0.7836681223498384,202
5,0.20800939485391837,0.8763311554097479,0.27419129989445656,0.7781286023715506,201
6,0.18757711440012084,0.9042140219658851,0.2884398151906427,0.7656485319380542,200
